pkg_name,name,version,line_count,package_count,created_at
datetime,MINGtoMING/datetime,0.1.0,531,1,2025-03-24T21:20:59.521570
simdstring,MINGtoMING/simdstring,0.2.0,289,3,2025-05-31T18:51:00.886989
examine,Penguinsltp/examine,0.1.0,66,2,2025-04-02T09:19:17.841277
gif_decoder,Penguinsltp/gif_decoder,0.1.1,1508,3,2025-10-02T09:46:48.942799
aarch64_target,Milky2018/aarch64_target,0.1.1,661,1,2026-07-09T10:35:58.064603
diago,Milky2018/diago,0.2.5,137028,32,2026-04-08T11:26:05.351953
gamepad,Milky2018/gamepad,0.4.6,13600,1,2026-06-10T07:20:51.401666
guardch,Milky2018/guardch,0.1.0,72,1,2025-05-19T08:34:41.063995
html,Milky2018/html,0.1.2,89678,3,2025-12-30T01:31:37.229034
isa_target,Milky2018/isa_target,0.1.0,9938,3,2026-07-07T11:19:25.550535
machv,Milky2018/machv,0.2.1,4205,9,2026-07-09T10:34:04.137469
machv_emit,Milky2018/machv_emit,0.2.1,24339,2,2026-07-09T10:36:13.034000
machv_regalloc,Milky2018/machv_regalloc,0.2.1,10531,2,2026-07-09T10:36:06.018938
mecs,Milky2018/mecs,0.1.0,5791,2,2026-05-11T07:12:22.574728
meshopt_mbt,Milky2018/meshopt_mbt,0.1.1,4052,2,2026-05-21T05:04:19.332471
metis,Milky2018/metis,0.1.1,1625,1,2026-05-21T02:36:54.857708
mgstudio,Milky2018/mgstudio,0.2.0,168396,65,2026-03-24T09:44:50.473874
milkir,Milky2018/milkir,0.1.1,23119,3,2026-07-09T10:35:09.674257
milkir_machv,Milky2018/milkir_machv,0.2.1,9912,3,2026-07-09T10:35:40.562527
minigpt,Milky2018/minigpt,0.1.1,6239,6,2026-07-09T09:53:13.932035
moon_accesskit,Milky2018/moon_accesskit,0.3.0,19304,4,2026-05-18T08:58:34.518129
moonchor,Milky2018/moonchor,0.18.0,3803,13,2025-10-20T12:32:09.937594
moon_cosmic,Milky2018/moon_cosmic,0.3.3,50219,8,2026-06-10T08:23:01.854395
moon_cpal,Milky2018/moon_cpal,0.11.7,19044,19,2026-06-10T09:05:23.969045
moon_dagre,Milky2018/moon_dagre,0.2.5,10424,1,2026-04-08T11:22:00.949120
moon_elk,Milky2018/moon_elk,0.1.14,271139,39,2026-04-08T11:07:20.769130
moonlight,Milky2018/moonlight,0.1.0,131,5,2025-05-13T07:11:58.243950
moonplant,Milky2018/moonplant,0.3.1,858,2,2025-05-22T02:15:49.833416
moon_rapier,Milky2018/moon_rapier,0.5.1,114601,14,2026-06-10T06:26:42.641522
moon_rodio,Milky2018/moon_rodio,0.3.3,22711,55,2026-06-10T09:13:36.590773
moon_skrifa,Milky2018/moon_skrifa,0.1.8,47218,3,2026-06-10T06:13:07.468574
moon_swash,Milky2018/moon_swash,0.1.10,66459,7,2026-06-10T07:26:15.260702
moon_taffy,Milky2018/moon_taffy,0.5.3,62542,8,2026-07-12T14:50:47.427350
moon_wesl,Milky2018/moon_wesl,0.1.2,16792,1,2026-04-16T08:22:51.885053
moon_wgsl,Milky2018/moon_wgsl,0.15.3,7883,1,2026-07-03T07:07:59.834582
moon_wgsl_naga,Milky2018/moon_wgsl_naga,0.15.3,19587,1,2026-07-03T07:07:42.410046
moon_wgsl_naga_oil,Milky2018/moon_wgsl_naga_oil,0.15.3,18585,9,2026-07-03T07:07:51.624117
moon_yazi,Milky2018/moon_yazi,0.1.3,3568,1,2026-06-10T06:11:29.481624
moon_zeno,Milky2018/moon_zeno,0.1.3,6261,1,2026-06-10T06:11:15.128083
mproc_examples,Milky2018/mproc_examples,0.1.0,69,1,2026-05-28T05:19:29.489497
mproc_gen,Milky2018/mproc_gen,0.1.0,571,1,2026-05-28T05:19:03.254910
options,Milky2018/options,0.1.2,328,1,2025-05-07T08:12:36.242383
pacman,Milky2018/pacman,0.1.0,1121,1,2026-02-28T10:43:58.776905
pptz,Milky2018/pptz,0.7.1,19476,15,2026-07-10T02:19:08.362648
pthread,Milky2018/pthread,0.1.0,1854,1,2026-01-04T05:16:35.814809
pug,Milky2018/pug,0.1.1,10601,2,2026-01-28T04:54:01.285566
regalloc,Milky2018/regalloc,0.1.1,6971,2,2026-07-09T10:35:11.307961
selene,Milky2018/selene,0.35.0,63347,59,2026-06-11T08:08:31.422719
selene-canvas,Milky2018/selene-canvas,0.20.1,591,1,2026-02-28T10:39:34.371961
selene_editor,Milky2018/selene_editor,0.30.5,18896,9,2026-04-07T10:19:53.266415
selene_editor_frontend,Milky2018/selene_editor_frontend,0.35.0,14601,4,2026-06-11T08:09:32.350576
selene_editor_service,Milky2018/selene_editor_service,0.35.0,3047,2,2026-06-11T08:09:38.235221
selene_editor_shared,Milky2018/selene_editor_shared,0.35.0,1295,2,2026-06-11T08:09:19.104070
selene_raylib,Milky2018/selene_raylib,0.35.0,8515,6,2026-06-11T08:09:07.541322
selene_tools,Milky2018/selene_tools,0.32.2,470,2,2026-04-14T07:40:10.083218
selene_webgpu,Milky2018/selene_webgpu,0.35.0,10717,6,2026-06-11T08:08:51.321953
slotmap,Milky2018/slotmap,0.1.2,3217,1,2026-05-08T09:18:03.970553
sqlparser,Milky2018/sqlparser,0.5.0,14669,2,2025-11-27T10:09:29.250366
sysinfo,Milky2018/sysinfo,0.1.2,6510,1,2026-04-10T01:34:25.959659
toolkit,Milky2018/toolkit,0.1.4,28,1,2025-06-22T10:41:47.432821
wasm_core,Milky2018/wasm_core,0.1.1,3490,2,2026-07-09T10:34:02.430131
wasm_isa_lower,Milky2018/wasm_isa_lower,0.2.1,3322,1,2026-07-09T10:35:48.846570
wasm_milkir,Milky2018/wasm_milkir,0.1.1,1244,1,2026-07-09T10:35:33.932905
wasmoon,Milky2018/wasmoon,0.6.5,129902,25,2026-07-09T10:36:45.577925
wasmoon_jit,Milky2018/wasmoon_jit,0.1.1,16775,4,2026-07-09T10:36:23.944526
wgpu_mbt,Milky2018/wgpu_mbt,0.14.8,45202,10,2026-07-02T08:30:42.534203
wgsl,Milky2018/wgsl,0.15.3,72369,8,2026-07-03T07:07:31.972757
window,Milky2018/window,0.5.1,21708,13,2026-05-19T05:24:05.187287
x64_target,Milky2018/x64_target,0.1.1,581,1,2026-07-09T10:35:53.540706
xml,Milky2018/xml,0.2.0,12989,1,2026-01-20T03:06:38.745263
zstd,Milky2018/zstd,0.1.1,41283,1,2026-06-10T06:13:35.537358
relay,Metalymph/relay,0.5.1,2256,4,2026-06-25T16:49:56.341860
valkey,Metalymph/valkey,0.5.0,1675,2,2026-06-25T16:40:23.881183
bufferutils,ZSeanYves/bufferutils,0.24.0,6279,3,2026-05-08T17:17:11.145835
doc_parser,ZSeanYves/doc_parser,0.1.1,92139,69,2026-05-11T07:26:24.642605
markitdown,ZSeanYves/markitdown,0.5.3,182209,106,2026-07-12T15:41:25.028084
MoonbitBSON,ZSeanYves/MoonbitBSON,0.1.0,708,1,2025-07-29T17:48:02.465967
MoonIDNA,ZSeanYves/MoonIDNA,0.1.0,12162,1,2025-12-26T13:16:31.442658
moonjinja,ZSeanYves/moonjinja,0.1.1,2137,1,2026-01-03T11:08:55.614509
SimplexNoise,ZSeanYves/SimplexNoise,0.1.0,3085,1,2025-07-26T16:25:12.426472
alga,dowdiness/alga,0.4.0,7024,1,2026-06-22T17:15:56.442288
btree,dowdiness/btree,0.1.0,4422,1,2026-04-24T12:18:36.372333
event-graph-walker,dowdiness/event-graph-walker,0.3.0,26941,13,2026-07-05T06:19:00.489662
ffi_c,dowdiness/ffi_c,0.1.1,1632,2,2025-10-24T13:55:18.091686
graphviz,dowdiness/graphviz,0.1.0,4695,5,2026-04-21T13:41:19.354333
incr,dowdiness/incr,0.14.2,30069,9,2026-07-10T14:16:41.015986
js_engine,dowdiness/js_engine,0.5.0,134648,31,2026-07-11T07:50:12.787779
margs,dowdiness/margs,0.1.2,4638,2,2026-02-16T06:41:24.474228
moondsp,dowdiness/moondsp,0.5.1,42430,12,2026-05-20T12:01:23.723306
order-tree,dowdiness/order-tree,0.1.1,2106,1,2026-06-23T12:33:34.039284
rle,dowdiness/rle,0.2.3,6020,5,2026-06-23T13:33:22.077992
svg-dsl,dowdiness/svg-dsl,0.1.0,1900,1,2026-04-21T10:59:39.607352
cstdio-ffi,Bemly/cstdio-ffi,0.1.0,1725,2,2026-04-10T13:17:50.317286
jieba,colmugx/jieba,0.1.1,386261,3,2026-06-16T08:47:13.683804
mcp,colmugx/mcp,0.14.0,7989,10,2026-06-16T11:59:29.627601
ofd,colmugx/ofd,0.1.1,2520,4,2026-07-08T23:51:25.222349
ofdx,colmugx/ofdx,0.1.0,166,1,2026-07-08T23:54:23.298137
posoco,colmugx/posoco,0.4.1,3495,1,2026-06-30T06:23:27.962374
reader,colmugx/reader,0.3.0,228,1,2026-01-12T02:42:21.632489
sqlite3,colmugx/sqlite3,0.2.0,832,2,2026-05-11T13:19:48.846579
sqlite-vec,colmugx/sqlite-vec,0.2.4,983,3,2026-05-19T07:21:49.691935
Introsort,pzl-love/Introsort,0.1.1,320,2,2025-07-06T11:32:25.141147
moonbit_libbpf,hevienz/moonbit_libbpf,0.10.0,568,2,2026-03-22T04:04:54.963150
zls,sohaha/zls,0.1.0,25,2,2025-05-16T08:36:01.992209
bloom_filter,moransky/bloom_filter,0.1.0,105,2,2025-05-22T11:41:28.482924
blit,bikallem/blit,0.2.2,556,1,2026-03-23T20:02:14.396414
chai,bikallem/chai,0.1.0,4002,2,2026-03-21T11:23:12.780187
compress,bikallem/compress,0.3.4,34864,15,2026-03-25T21:59:29.558509
freetype,bikallem/freetype,0.5.3,50690,26,2026-03-27T23:17:14.820445
image,bikallem/image,0.1.0,13076,9,2026-03-27T09:29:59.647839
mariadb,bikallem/mariadb,0.0.1,942,4,2025-09-18T12:55:13.189752
reactive,bikallem/reactive,0.2.0,555,1,2025-06-03T12:32:32.776505
rsignal,bikallem/rsignal,0.3.0,2549,3,2025-09-17T13:42:36.040558
webapi,bikallem/webapi,0.5.0,184770,3,2026-04-06T16:08:57.137275
readline.mbt,allwefantasy/readline.mbt,0.1.0,2457,2,2025-09-04T06:31:47.431938
binaryPrimitives,AXiX-official/binaryPrimitives,0.1.2,317,1,2025-09-28T13:01:49.420968
xxhash,AXiX-official/xxhash,0.1.0,322,1,2025-08-01T12:36:56.836606
threejs,FrenchPicnic/threejs,0.0.7,3211,3,2026-01-01T07:49:07.975253
which,FrenchPicnic/which,0.1.3,297,1,2025-06-09T13:36:37.217121
qrcode,caozhanhao/qrcode,0.1.1,3833,2,2025-06-19T10:20:06.916355
raylib,KingBes/raylib,0.0.3,144,1,2025-06-24T07:28:49.610292
webui,KingBes/webui,0.0.4,110,1,2025-06-25T09:16:27.318350
moon_log,calacaly/moon_log,0.1.11,792,3,2025-07-01T09:36:44.057370
FibonacciHeap,SupremeHuaji/FibonacciHeap,0.1.0,1444,1,2025-08-18T06:05:47.066225
MaxStack,SupremeHuaji/MaxStack,0.1.0,1691,1,2025-06-28T15:15:46.885146
MoonClmech,SupremeHuaji/MoonClmech,0.1.0,5836,1,2025-11-05T13:27:40.230463
MoonElec,SupremeHuaji/MoonElec,0.1.0,2180,2,2025-12-26T02:51:43.156175
MoonFluid,SupremeHuaji/MoonFluid,0.1.0,2168,2,2025-12-26T03:26:06.144497
MoonGeo,SupremeHuaji/MoonGeo,0.1.0,1563,2,2025-12-26T03:27:25.640385
MoonMech,SupremeHuaji/MoonMech,0.1.0,3162,2,2025-12-26T03:04:21.151384
MoonMet,SupremeHuaji/MoonMet,0.1.0,4967,2,2025-11-04T11:37:26.135759
moonsmiles,SupremeHuaji/moonsmiles,0.1.1,2513,2,2025-10-15T13:18:36.659888
MoonSteel,SupremeHuaji/MoonSteel,0.1.0,1675,2,2025-12-26T02:38:49.928180
MoonStrMech,SupremeHuaji/MoonStrMech,0.1.1,2455,2,2025-12-26T03:24:10.775682
ptime,SupremeHuaji/ptime,0.1.0,2010,2,2025-09-26T03:32:20.215146
Quadtree,SupremeHuaji/Quadtree,0.1.0,3555,1,2025-09-19T02:24:39.211406
VEBTree,SupremeHuaji/VEBTree,0.1.1,1623,1,2025-07-07T16:38:50.929228
XorLinkedList,SupremeHuaji/XorLinkedList,0.1.0,1310,1,2025-08-14T08:52:38.457714
examine,hbh112233abc/examine,0.1.1,76,2,2025-06-30T08:23:10.078293
MoonProgress,CGaaaaaa/MoonProgress,0.1.0,2602,1,2025-08-05T08:51:21.059727
reactivex,CGaaaaaa/reactivex,0.1.0,1292,1,2025-08-04T08:15:00.548105
signal,CGaaaaaa/signal,0.1.2,1249,1,2025-08-06T15:57:02.583329
biginteger,amor2025/biginteger,0.2.0,4486,2,2026-06-26T16:11:52.940183
convert,amor2025/convert,0.3.2,1342,2,2025-07-17T04:30:04.991617
fraction,amor2025/fraction,0.2.1,5876,4,2026-06-23T00:19:04.444123
moonNum,amor2025/moonNum,0.1.0,133948,18,2026-07-06T08:26:22.484536
pad,amor2025/pad,0.1.3,191,1,2025-07-07T06:56:54.304287
sudoku,trash33/sudoku,0.1.0,427,2,2025-07-07T02:47:41.090295
net,fangyinc/net,0.1.1-rc1,1900,7,2025-07-16T00:53:39.645541
socket,fangyinc/socket,0.1.2-rc2,1640,4,2025-07-16T00:42:57.906911
biblatex,edragain2nd/biblatex,0.1.1,10315,3,2025-08-15T14:21:19.919694
compose,edragain2nd/compose,0.1.0,1233,1,2025-07-20T06:37:30.964165
unscanny,edragain2nd/unscanny,0.1.2,916,1,2025-08-15T14:17:41.551088
pk-rng-gen3,yatsuna827/pk-rng-gen3,0.1.0,6337,11,2025-07-13T10:13:55.114976
pk-rng-lcg32,yatsuna827/pk-rng-lcg32,0.2.0,275,2,2026-05-05T16:55:24.784275
circuit_breaker,ryota0624/circuit_breaker,0.1.3,995,2,2026-02-11T15:03:14.594475
googleapis,ryota0624/googleapis,0.4.1,20260,19,2026-04-18T09:32:40.600516
googleauth,ryota0624/googleauth,0.2.0,3109,3,2026-04-18T09:03:51.285306
k6,ryota0624/k6,0.4.1,3490,5,2026-02-14T16:38:30.432255
moonbit_cloudevents,ryota0624/moonbit_cloudevents,0.1.2,510,2,2025-11-29T14:40:14.281109
moonbit_otel,ryota0624/moonbit_otel,0.1.0,10901,14,2026-02-14T17:06:55.935758
moonbit_test_containers,ryota0624/moonbit_test_containers,0.0.5,2534,2,2026-04-10T00:15:35.277630
moovalid,ryota0624/moovalid,0.1.1,1283,2,2026-05-09T07:23:23.846518
mustache,ryota0624/mustache,0.0.6,1454,2,2025-12-13T15:04:47.237083
oauth2,ryota0624/oauth2,0.2.2,7919,6,2026-04-06T14:23:59.969776
opentelemetry_proto_mbt,ryota0624/opentelemetry_proto_mbt,0.0.2,6573,11,2026-01-28T01:26:15.244841
html-parser,cou723/html-parser,0.1.0,794,4,2025-07-20T09:27:39.699360
btree,HCHogan/btree,0.2.1,1129,1,2025-09-05T05:20:50.154834
MoonCoc,Asterless/MoonCoc,0.1.0,1074,3,2025-10-27T14:18:11.017358
MoonPtime,Asterless/MoonPtime,0.1.2,908,1,2025-11-12T01:04:37.581466
MoonQOI,Asterless/MoonQOI,0.1.3,782,1,2025-11-17T02:12:15.466270
bloom,chaijie2018/bloom,0.1.3,1360,2,2025-09-16T08:33:00.268442
bloom-filter,chaijie2018/bloom-filter,0.1.4,1360,2,2025-09-17T08:24:37.977794
icc,enanandesu/icc,0.1.1,823,1,2025-09-21T16:05:45.943342
special-mathematical-functions,enanandesu/special-mathematical-functions,0.1.2,502,1,2025-09-16T13:28:24.649929
box2d_ffi,Demonmasterlqx/box2d_ffi,0.2.7,2101,2,2025-11-12T09:41:51.708471
moonbit_stickman_map_loader,Demonmasterlqx/moonbit_stickman_map_loader,0.0.9,952,3,2025-11-12T07:03:40.008372
MoonP5,Demonmasterlqx/MoonP5,0.0.8,3563,4,2025-11-12T07:02:44.618738
examine,leopeng1995/examine,0.1.0,66,2,2025-08-18T10:38:14.892161
bytebuf,iceBear67/bytebuf,0.4.1,1163,1,2025-10-30T09:42:15.737863
classfile,iceBear67/classfile,0.2.0,4699,4,2025-09-24T02:48:58.978638
mnbt,iceBear67/mnbt,0.3.3,1979,3,2025-09-05T05:05:33.353611
time,iceBear67/time,0.1.2,3634,2,2025-10-26T04:14:09.077151
gs,ZijianFeng33/gs,0.1.0,242,2,2025-08-25T10:30:31.267149
range,ZijianFeng33/range,0.1.0,159,2,2025-09-29T08:36:31.893238
regexp,ZijianFeng33/regexp,0.1.0,117,2,2025-08-25T10:13:34.901009
strongPasswordChecker,ZijianFeng33/strongPasswordChecker,0.1.0,381,2,2025-09-29T08:34:31.947725
moonxi-net,chnlkw/moonxi-net,0.1.1,5996,13,2026-05-17T10:47:43.203408
moonxi-net-gpu,chnlkw/moonxi-net-gpu,0.1.1,5545,9,2026-05-17T10:48:06.840527
moon_rsa,Rutubet/moon_rsa,0.2.0,708,2,2025-12-01T16:39:49.827266
moonata,rinnein/moonata,0.9.0,16751,9,2026-07-10T18:47:07.235914
mb-chacha,Tigls/mb-chacha,0.1.0,528,1,2026-04-10T12:31:31.677840
mb-getrandom,Tigls/mb-getrandom,0.1.0,210,1,2026-04-07T18:35:29.350340
mb-hash,Tigls/mb-hash,0.1.0,898,1,2026-04-08T06:21:17.350795
mb-hmac,Tigls/mb-hmac,0.1.0,318,1,2026-04-10T12:30:41.604126
mb-jwt,Tigls/mb-jwt,0.1.0,464,1,2026-04-10T12:32:28.458432
mb-p256,Tigls/mb-p256,0.1.0,1488,1,2026-04-20T18:44:36.981704
firefly,applejag/firefly,0.2.0,2372,4,2025-09-07T00:52:10.260466
micromath,applejag/micromath,0.3.0,660,1,2026-04-13T20:01:16.308653
formulas-calculator,FrozenLemonTee/formulas-calculator,0.1.2,457,2,2026-07-02T00:37:23.698639
formulas-calculator-web,FrozenLemonTee/formulas-calculator-web,0.1.2,148,1,2026-07-02T00:39:22.782502
LunarEvent,FrozenLemonTee/LunarEvent,0.1.1,539,2,2026-06-03T04:05:51.413301
LunarFormulas,FrozenLemonTee/LunarFormulas,0.3.1,2562,7,2026-07-02T00:35:28.837298
LunarTUI,FrozenLemonTee/LunarTUI,0.1.0,3717,6,2026-06-03T04:01:50.551935
LunarUncertainty,FrozenLemonTee/LunarUncertainty,0.1.1,1127,3,2026-07-05T11:29:33.174539
LunarUnits,FrozenLemonTee/LunarUnits,0.1.9,9166,43,2026-07-12T13:01:11.815617
TerminalEvent,FrozenLemonTee/TerminalEvent,0.1.0,340,2,2026-06-03T02:58:34.182585
TextEditor,FrozenLemonTee/TextEditor,0.1.1,666,2,2026-06-03T04:08:29.040161
units-converter,FrozenLemonTee/units-converter,0.1.0,422,2,2026-06-26T09:07:30.359224
units-converter-web,FrozenLemonTee/units-converter-web,0.1.0,128,1,2026-06-26T14:19:47.535431
files_tree,xingwangzhe/files_tree,0.1.3,628,1,2025-10-08T02:07:07.022476
license_checker,xingwangzhe/license_checker,0.2.4,840,1,2026-02-10T11:56:58.186538
style_print,xingwangzhe/style_print,0.1.7,651,1,2025-10-08T07:24:11.249098
dom_api,fgeygfe/dom_api,0.1.0,354,1,2025-09-18T08:06:42.307287
ssmp,nodex/ssmp,0.1.1,109,1,2025-09-20T03:54:41.345643
mopress,himeno/mopress,0.4.0,7421,9,2026-07-11T17:11:28.980270
reactive,himeno/reactive,0.1.2,569,1,2026-01-02T07:00:03.858809
test,himeno/test,0.1.0,36,1,2026-07-09T03:03:50.322799
moon_guard,chenzehaoo/moon_guard,0.1.4,4128,9,2026-07-12T15:37:26.258765
moonbit_zstd,Ronlands/moonbit_zstd,0.1.2,13701,10,2026-03-04T11:57:03.118872
ttf_parser_moonbit,Ronlands/ttf_parser_moonbit,0.1.1,1918,8,2025-10-27T13:52:01.643099
qt,KeqingMoe/qt,0.5.2,16574,3,2026-04-18T21:35:58.353101
unicode_xid,KeqingMoe/unicode_xid,0.0.1,2391,2,2025-10-06T06:58:44.237499
hello,wangweigang/hello,0.1.0,276,3,2025-10-11T03:49:47.413263
quickxorhash,baka-gourd/quickxorhash,0.1.0,575,2,2025-10-25T06:57:21.824056
firefly,firefly/firefly,0.9.0,5472,13,2026-06-28T17:38:34.030425
ds,meguruli/ds,0.1.0,6475,1,2025-11-05T07:27:18.075147
casefold,moonbit-community/casefold,0.1.5,2269,1,2026-05-22T03:10:59.669848
chalk,moonbit-community/chalk,0.0.1,250,1,2026-06-02T03:23:55.050867
charclass,moonbit-community/charclass,0.1.3,319,1,2026-05-22T02:33:54.701970
cmark,moonbit-community/cmark,0.4.4,40197,7,2026-05-22T02:44:28.552044
debug,moonbit-community/debug,0.1.3,5992,5,2026-01-08T08:37:04.348482
debug_deriving,moonbit-community/debug_deriving,0.1.1,637,1,2025-12-24T06:42:44.387662
displaytext,moonbit-community/displaytext,0.1.5,935,1,2026-06-07T10:09:41.301723
dom_sanitizer,moonbit-community/dom_sanitizer,0.1.0,2546,1,2026-03-30T10:43:02.574103
editor,moonbit-community/editor,0.1.0,83501,67,2026-07-10T05:34:30.622389
elf,moonbit-community/elf,0.0.1,9902,1,2026-05-15T09:45:51.950306
embed,moonbit-community/embed,0.1.1,790,1,2026-07-02T05:14:27.559624
find_cluster_break,moonbit-community/find_cluster_break,0.1.2,647,2,2026-01-06T05:43:18.825406
flate,moonbit-community/flate,0.4.0,10193,4,2026-07-10T09:26:39.869585
fuzzy_match,moonbit-community/fuzzy_match,0.2.5,571,1,2026-02-04T02:36:34.906484
graphviz,moonbit-community/graphviz,0.1.0,129412,85,2026-04-15T10:10:43.845684
harfbuzz,moonbit-community/harfbuzz,0.1.0,214779,21,2026-03-24T10:22:02.340733
html,moonbit-community/html,0.1.2,102802,3,2026-06-08T07:57:23.256205
ini,moonbit-community/ini,0.2.2,1794,1,2026-02-05T07:06:38.566835
jade-ui,moonbit-community/jade-ui,0.1.0,9182,4,2026-02-04T02:43:43.929862
js-ffi,moonbit-community/js-ffi,0.4.2,1304,1,2026-01-12T02:56:47.626154
jsondiff,moonbit-community/jsondiff,0.1.2,1476,1,2026-03-23T10:56:58.033759
meta-skill,moonbit-community/meta-skill,0.1.0,1366,1,2026-06-11T07:34:31.433430
miniio,moonbit-community/miniio,0.2.1,3557,10,2026-06-12T08:04:05.077301
moon_cpal,moonbit-community/moon_cpal,0.11.6,19042,19,2026-06-08T07:29:12.449808
moon_dagre,moonbit-community/moon_dagre,0.2.5,11600,2,2026-06-08T07:29:58.332252
moongrep,moonbit-community/moongrep,0.1.13,27392,15,2026-07-09T07:00:58.423216
moongrep-skill,moonbit-community/moongrep-skill,0.1.0,1095,1,2026-01-25T13:17:34.643090
NyaCSV,moonbit-community/NyaCSV,0.3.3,1196,1,2026-05-03T09:57:32.237871
opentelemetry,moonbit-community/opentelemetry,0.1.4,35454,37,2026-05-27T07:55:09.322526
piediff,moonbit-community/piediff,0.1.1,2718,1,2026-07-10T07:16:01.615080
postgres,moonbit-community/postgres,0.0.6,25234,16,2026-04-28T13:08:31.644171
prettyprinter,moonbit-community/prettyprinter,0.4.10,1732,1,2026-05-12T10:27:04.999906
pty,moonbit-community/pty,0.2.2,735,1,2026-06-22T13:09:04.042613
quickcheck_statemachine,moonbit-community/quickcheck_statemachine,0.0.1,11985,2,2026-06-02T07:09:28.626205
rabbita,moonbit-community/rabbita,0.12.4,21031,18,2026-06-05T03:35:14.603313
rabbita_tui,moonbit-community/rabbita_tui,0.1.0,10070,6,2026-05-14T09:43:20.346889
raylib,moonbit-community/raylib,0.3.1,21670,4,2026-03-18T09:21:40.263635
sqlite3,moonbit-community/sqlite3,0.1.5,747,2,2026-03-31T02:32:16.682519
sqlparser,moonbit-community/sqlparser,0.5.0,14703,2,2026-03-31T08:15:19.850301
starter,moonbit-community/starter,0.2.0,43,1,2026-03-10T08:02:21.748947
tty,moonbit-community/tty,0.3.0,11521,21,2026-07-02T08:31:25.309381
unicodewidth,moonbit-community/unicodewidth,0.2.1,25305,1,2026-06-02T07:18:02.219130
verified,moonbit-community/verified,0.0.2,4118,36,2026-04-08T15:09:33.070213
warren,moonbit-community/warren,0.2.1,2977,8,2026-06-12T08:51:19.121574
XMLParser,moonbit-community/XMLParser,0.2.5,4528,2,2026-05-07T09:21:21.245729
yaml,moonbit-community/yaml,0.0.5,6290,1,2026-06-17T07:48:52.083779
zipc,moonbit-community/zipc,0.2.2,1551,1,2026-06-14T12:41:31.661551
jsonrpc,shiguri-01/jsonrpc,0.3.0,1803,3,2026-06-11T08:45:15.392483
markdown,shiguri-01/markdown,0.1.1,16622,3,2026-06-13T11:06:18.446013
mcp,shiguri-01/mcp,0.1.0,6172,8,2026-05-28T15:33:05.884417
todotxt,shiguri-01/todotxt,0.1.2,421,1,2026-07-09T12:30:26.183237
webview,shiguri-01/webview,0.1.1,557,1,2026-05-30T01:36:34.378488
csv_parser,maria/csv_parser,0.1.0,929,2,2025-11-18T12:32:23.360367
ini_parser,maria/ini_parser,0.1.0,923,2,2025-11-18T12:33:29.927237
json_parser,maria/json_parser,0.1.1,1254,2,2025-11-22T06:47:57.065592
sensor_driver,maria/sensor_driver,0.1.0,1376,2,2025-11-22T02:40:44.417662
toml_parser,maria/toml_parser,0.1.0,1018,2,2025-11-18T12:36:30.481339
miao,kalculos/miao,0.1.0-M2,11498,12,2025-11-24T13:21:20.778285
moon_expr,sombozone/moon_expr,0.1.0,4004,7,2025-12-02T13:29:54.305420
brainfuck,nuskey8/brainfuck,0.1.2,180,2,2025-12-05T06:02:35.808609
lisp,nuskey8/lisp,0.1.4,389,2,2025-12-21T16:20:24.135992
oneshot,nuskey8/oneshot,0.1.0,136,2,2025-12-22T16:50:23.641313
test_moon,cgx027/test_moon,0.1.0,76,2,2025-12-08T00:29:37.621354
libs,jaredzhou/libs,0.1.1,2534,3,2026-06-21T03:05:33.716497
mooncedar,jaredzhou/mooncedar,0.1.1,10342,4,2026-06-21T03:05:41.424516
moonpg,jaredzhou/moonpg,0.2.0,1321,2,2026-07-07T02:59:48.738242
pony,jaredzhou/pony,0.1.1,2761,3,2026-06-21T03:05:54.897810
x,jaredzhou/x,0.1.0,2700,2,2025-12-28T05:59:31.965460
sketch,hiroyannnn/sketch,0.1.0,975,2,2026-03-22T15:38:01.802020
strsim,hiroyannnn/strsim,0.2.0,861,3,2026-03-20T16:35:24.097041
emoji,fundon/emoji,0.3.0,1656,1,2026-05-15T04:19:54.123766
examine,emadurandal/examine,0.1.0,119,2,2025-12-24T03:29:09.439246
rhodonite,emadurandal/rhodonite,0.1.8,2919,3,2026-05-20T10:33:53.505940
rhodonite_app_sdl3,emadurandal/rhodonite_app_sdl3,0.1.8,2080,1,2026-05-20T10:34:07.961710
rhodonite_core,emadurandal/rhodonite_core,0.1.8,16488,13,2026-05-20T10:33:26.371327
rhodonite_webgpu,emadurandal/rhodonite_webgpu,0.1.8,5776,5,2026-05-20T10:33:39.870325
sdl3,emadurandal/sdl3,0.1.2,22948,4,2026-05-20T10:33:14.900097
aletheia,f4ah6o/aletheia,0.6.0,19440,30,2026-01-22T03:01:00.245758
direct_sdk,f4ah6o/direct_sdk,0.11.1,14915,22,2026-02-18T23:41:35.590239
dslx,f4ah6o/dslx,0.1.2,2880,1,2026-06-02T12:54:00.338230
duckdb,f4ah6o/duckdb,0.6.3,18299,2,2026-04-18T13:03:30.270243
encoding_sjis,f4ah6o/encoding_sjis,0.1.0,7469,2,2025-12-31T09:42:52.795257
encoding_sjis_mbt,f4ah6o/encoding_sjis_mbt,0.1.0,7469,2,2025-12-31T09:28:51.423991
htmx,f4ah6o/htmx,0.2.0,5970,4,2026-01-15T04:04:09.256093
http11,f4ah6o/http11,0.1.1,14915,4,2026-02-12T08:28:51.818240
jww_parser,f4ah6o/jww_parser,0.202601.9,2485,3,2026-01-06T22:53:38.793627
